 IP Address , Computer Name , Domain , MAC Address , OfficeScan Client Status , Ping Result , Product name , Platform , OfficeScan Server , Version , Pattern File , Scan Engine , Outbreak Prevention Policy , Computer Description , Remote Installation
141.195.137.200,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.201,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.202,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.203,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.204,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.205,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.206,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.207,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.208,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.209,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.210,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.211,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.212,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.213,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.214,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.215,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.216,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.217,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.218,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.219,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.220,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.221,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.222,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.223,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.224,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.225,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.226,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.227,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.228,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.229,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.230,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.231,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.232,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.233,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.234,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.235,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.236,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.237,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.238,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.239,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.240,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.241,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.242,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.243,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.244,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.245,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.246,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.247,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.248,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.249,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.250,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.251,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.252,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.253,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.137.254,NA,,,NA," Ping successful",Undetected,Non-Windows,,,,,,,
141.195.137.255,NA,,,NA," Ping successful",Undetected,Non-Windows,,,,,,,
141.195.138.0,NA,,,NA," Ping successful",Undetected,Non-Windows,,,,,,,
141.195.138.1,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.2,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.3,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.4,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.5,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.6,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.7,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.8,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.9,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.10,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.11,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.12,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.13,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.14,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.15,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.16,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.17,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.18,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.19,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.20,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.21,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.22,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.23,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.24,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.25,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.26,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.27,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.28,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.29,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.30,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.31,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.32,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.33,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.34,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.35,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.36,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.37,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.38,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.39,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.40,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.41,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.42,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.43,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.44,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.45,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.46,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.47,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.48,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.49,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.50,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.51,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.52,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.53,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.54,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.55,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.56,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.57,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.58,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.59,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.60,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.61,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.62,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.63,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.64,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.65,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.66,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.67,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.68,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.69,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.70,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.71,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.72,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.73,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.74,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.75,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.76,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.77,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.78,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.79,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.80,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.81,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.82,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.83,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.84,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.85,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.86,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.87,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.88,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.89,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.90,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.91,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.92,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.93,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.94,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.95,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.96,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.97,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.98,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.99,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.100,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.101,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.102,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.103,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.104,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.105,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.106,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.107,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.108,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.109,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.110,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.111,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.112,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.113,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.114,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.115,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.116,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.117,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.118,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.119,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.120,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.121,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.122,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.123,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.124,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.125,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.126,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.127,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.128,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.129,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.130,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.131,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.132,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.133,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.134,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.135,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.136,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.137,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.138,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.139,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.140,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.141,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.142,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.143,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.144,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.145,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.146,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.147,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.148,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.149,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.150,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.151,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.152,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.153,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.154,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.155,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.156,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.157,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.158,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.159,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.160,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.161,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.162,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.163,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.164,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.165,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.166,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.167,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.168,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.169,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.170,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.171,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.172,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.173,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.174,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.175,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.176,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.177,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.178,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.179,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.180,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.181,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.182,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.183,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.184,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.185,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.186,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.187,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.188,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.189,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.190,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.191,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.192,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.193,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.194,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.195,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.196,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.197,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.198,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.199,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.200,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.201,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.202,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.203,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.204,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.205,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.206,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.207,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.208,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.209,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.210,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.211,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.212,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.213,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.214,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.215,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.216,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.217,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.218,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.219,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.220,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.221,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.222,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.223,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.224,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.225,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.226,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.227,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.228,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.229,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.230,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.231,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.232,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.233,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.234,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.235,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.236,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.237,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.238,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.239,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.240,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.241,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.242,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.243,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.244,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.245,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.246,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.247,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.248,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.249,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.250,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.251,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.252,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.253,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.138.254,NA,,,NA," Ping successful",Undetected,Non-Windows,,,,,,,
141.195.138.255,NA,,,NA," Ping successful",Undetected,Non-Windows,,,,,,,
141.195.139.0,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.1,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.2,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.3,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.4,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.5,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.6,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.7,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.8,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.9,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.10,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.11,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.12,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.13,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.14,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.15,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.16,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.17,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.18,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.19,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.20,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.21,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.22,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.23,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.24,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.25,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.26,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.27,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.28,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.29,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.30,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.31,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.32,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.33,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.34,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.35,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.36,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.37,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.38,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.39,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.40,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.41,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.42,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.43,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.44,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.45,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.46,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.47,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.48,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.49,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.50,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.51,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.52,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.53,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.54,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.55,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.56,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.57,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.58,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.59,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.60,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.61,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.62,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.63,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.64,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.65,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.66,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.67,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.68,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.69,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.70,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.71,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.72,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.73,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.74,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.75,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.76,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.77,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.78,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.79,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.80,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.81,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.82,,,,Unreachable,Time Out,NA,NA,,,,,,,
141.195.139.83,,,,Unreachable,Time Out,NA,NA,,,,,,,
